Row Labels,Accessories,ACE,Advanced Signal Conditioning Modules,Analog Inspection & Test,ANT-5,Attenuators & Backreflector Modules,Benchtop Inspection,BrightJack,CA product,Calibration Plan,Calibrations,CapacityAdvisor Held,CellAdvisor,Certifier,CleanBlast,Common Product,Converged Assurance Support,CT-650,CT-650SM,Digital Inspection & Test,Direct View FM,Dispersion modules,DSAM,DSAM 2300/3300,DSAM Upgrades,DSAM-6300,DTS,EA Support,Education,Ethernet Network Management Tools,Extended Warranty,FIT Generic,FST-2000,FST-2207/2209 DS1,FST-2310,FST-2310-DS3,FST-2310-OC12,FST-2310-OC3,FST-2802 G,GigaStor,HCU1500,HST-3000 SIMs,HST-3000C,HST-3000C-CE,JMEP,Legacy Wireline Services,Location Intelligence Product,Location Intelligence Services,MAP Standalone Switches,"MAP-200 Chassis, Accessories & Software",Misc Hardware,MS-1200D,MTS-5100e,NC Ethernet TT,NetAnalyst Test Management Software,NI - Maintenance,NIMS,nTAPs,Observer,ONT-Jitter,ONX-580,Optical Switch Modules,ORS,OSA,OST,OTDR - FiberComplete modules,Other - Cable,Other - Solutions Classic,PacketPortal SW & Solutions,Passive Chassis,Passive Plug-ins,PathTrak,PI Product,Polatis Cross Connects,Probe Tips,PT Hardware,PT SART,PT SART Support,PT Services,QT-600-10,QT-600-2,RANAdvisor Product,RANAdvisor Services & Support,RCATS Product,Repair,Replacement Parts,RPM2000,RPM-3000,RSAM,SDA,SDA-5000,SDA-5500,SMART Handhelds,SmartClass ADSL,SmartClass E1,SmartClass Ethernet,SMARTClass Fiber,SmartClass HOME,SmartClass Triple Play,SmartID,SmartPocket Handhelds,"Source, EDFA & BBS Modules",Spare Parts,StrataSync,Support Plans,Swept Wavelength Systems,T3AS,TB/MTS 4000 Platform,TB/MTS 8000 Platform,TB/MTS-2000 Platform,TB/MTS-6000 Platform,TB-6000A Transport Module,T-BERD 8000,T-Berd/MTS-5800,Test Devices,Test Productivity Pack,TestPad 2000,TrueSpeed,Ultra FED,Volicon,VSA,VSE-1100,WiFi Smart Accessory,WR 10G Trans/Regen,WR 2.5G Trans/Regen,WR Amplification,WR Common,WS 10G Trans/Regen,WS 2.5G Trans/Regen,XGIG - Ethernet 10G,XGIG - FC 16G,XGIG - Other,XGIG 5k - SAS/SATA 12G,Grand Total
LGS,8.490666667,5.374233129,0,9.331415328,5.040816327,0,20,4.828685259,12.01556117,5.040816327,5.191489362,5.04,3.021006882,14.16470588,9.464820099,0,10.27715691,1.663018989,0,7.682447922,0,0,9.24328636,5.040816327,11.37391304,11.8575287,5.040816327,2.422298964,0,6,0,11.95997035,4.47983871,6,2.745762712,4.515151515,6,5.376623377,4,14.16470588,10.81081642,8.388810782,8.538798107,7.895486936,5.040816327,5.039215686,0,0,5.040816327,0,14.32911392,0,6,5.040816327,0,14.11494253,0,3.51503006,0,0,7.920345489,0,14.32911392,5.04,0,7.910325642,0,1.441471572,14.32911392,0,5.040816327,4,5.040816327,6,8.531930719,3.485714286,5.039215686,0,5.040816327,3.300712897,2.69273743,7.456699812,5.030769231,3.420765027,5.128055879,11.48623853,11.48623853,4,14.21686747,7.061262959,4,0,13.11337732,4,10.60588575,5.377483444,4.884718499,4,4,12.98939929,9.333946642,12.01556117,0,10.22575977,0,0,5.040816327,6,3.898368883,6,0,0,6.754351726,0,7.936110012,14.32911392,2.701754386,4,8.31092437,5.040816327,5.040816327,12.47058824,5.040816327,0,5.040816327,14.32911392,11.9073714,5.040816327,4.693877551,2.701754386,0,7.31626964,2.745762712,739.9186349
LIGHTOWER,0,1.974962033,1,1.947234754,2.210374155,1,1,2.726809294,2.355775775,2.210374155,2.251519425,2.219626033,2.371448533,2.623298857,1.616322315,2.959234951,2.708999158,1.888067868,0,0,1,0,2.282389107,1.964058303,2.126055677,2.218484774,2.948460613,2.10023935,2.424063887,1.593495935,0,2.738756657,2.968992999,2,1.596638655,3.08404207,2,2.353517772,4.463414634,2.538569622,2.284912415,2.6009123,2.762566986,2.754733622,2.210374155,3.026237932,0,0,2.210374155,1,2.48267009,0,1.406187625,2.948460613,1,2.554956897,0,2.068739782,0,1,0,1,2.48267009,2.945369702,1,2.2448896,0,1.867015713,1.846653403,0,1.964058303,2.479288822,2.210374155,2,2.075186822,2.611570248,2.408978119,0,2.609048979,3.246318608,2.087924318,2.449867931,2.123918824,2.301280993,2.155117832,1.957832303,1.957832303,2.375695461,1.784373596,2.015246469,2.619742489,0,2.482258842,4.463414634,2.692008408,1.899928899,2.226774477,3.07966457,3.985781991,2.679975111,2.83310634,2.408270533,0,2.395529405,2.787025699,0,2.948460613,2,3.31042219,1.484848485,1,0,0,0,2.184166828,1.846653403,1.598290598,3.334180536,2.562034333,2.609048979,2.948460613,1.828451883,2.189886212,0,1.964058303,1.846653403,2.305907318,2.189886212,2.730921574,1.598290598,1,1.244189658,1.596638655,250.8517983
LOCKHEED MARTIN,0,5.110184935,2.661870504,5.9890086,4.975808395,1.721641711,2.824368569,11.33035541,11.96330275,9.121659978,0,3.242399825,5.984129664,2.939691445,4.847365036,0,6.775979782,5.562749121,1,5.881866034,4,1.844407173,4.179460346,5.126067736,1.712888796,9.061946903,12.30471623,6.579624119,9.561223967,4.241853729,1,8.390469887,7.78968854,5.645530679,12.76622222,9.495777262,5.645530679,8.268958544,1.534246575,2,4.324769391,5.886937818,6.003105584,6.233330703,3.120991622,13.0209205,2,2,3.120991622,2.137931034,0,1,3.395021049,12.30471623,0,2,0,0,2,1,9.198933305,2.661870504,0,5.01425484,2.661870504,7.561681646,0,7.506851184,2.193490332,1.534722222,5.126067736,1.734826164,3.120991622,11.55645161,4.560546997,0,14.61200323,16,15.35008257,9.263944223,8.48354143,4.498902207,3.461100034,10.37939479,0,2,2,1.523178808,2.17263358,4.601266696,1.475409836,1,5.12828937,1.69955157,3.469430198,18,5.412716361,2.517749336,4,2,7.261649482,8.6567452,0,6.441637234,9.047878623,1,7.506851184,18,8.787758572,9.373134328,2.232714342,0,8.818207894,8.440048351,0,2.193490332,13.45035959,2.321244793,6.868501529,15.35008257,12.30471623,2,7.506851184,1.534722222,5.126067736,2.193490332,7.645283019,7.506851184,5.664770661,13.45035959,1.215686275,8.274650417,12.76622222,709.0514387
LUMOS NETWORKS,32,0,0,0,0,0,0,0,0,0,32,32,17,0,0,0,0,11.27272727,0,32,0,0,0,1,1,0,32,0,11.27272727,0,0,0,0,0,0,32,0,0,0,0,0,20.68235294,32,20.72,32,14.77777778,0,0,32,0,0,0,0,32,0,0,0,32,0,0,2.949152542,0,0,0,0,17.75,0,10.625,0,0,1,0,32,0,32,32,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,32,0,11.97297297,32,22.77419355,1,0,0,0,0,0,0,0,0,3.5,32,0,18.55752212,13.41296519,32,32,0,0,17.375,18.23529412,0,32,1,0,0,1,0,0,0,0,0,0,0,0,882.8776858
MADISON GROUP,3.48036078,3.580645161,0,0,0,2,2,0,2,0,3.618839948,0,0,3.34314677,0,3.676551997,2,2,0,3.468805704,0,0,0,3.009219699,3.014414219,3.259334006,3.009219699,2,2.719619823,0,3.009219699,2.719619823,0,0,6,4.257668712,0,0,0,0,0,3.657088383,3.587788282,3.514739189,0,0,3.685950413,3.685950413,0,0,0,0,6,3.009219699,0,0,0,0,0,0,3.133755352,0,0,6,0,2,0,2,3.009219699,0,3.009219699,3.157162726,0,0,3.378781134,0,2,0,0,0,0,2,6,6,4.056182751,3.009219699,3.009219699,3.036467549,3.009219699,3.286798179,3.549486179,3.009219699,3.280226134,3.691056911,0,3.014414219,4.425531915,0,0,2,0,0,0,0,2.970630717,0,6,0,0,0,0,3.262197527,0,3.265587434,3.602184797,3.009219699,6,3.700787402,6,0,3.009219699,2,6,0,3.009219699,3.009219699,0,6,6,6,2.723881684,0,3.632083697,254.5668157
MASSTRON,0,8,3.563668224,4.792463495,8,2.538461538,5.444806425,14.82692308,8,8,10.70239453,15.87638669,14.25,10.62256491,0,8,8,8,0,0,8,0,8,8,0,3.731268474,8,8,8,8,0,10.97386504,8,0,8,8,0,8,8,8,10.43939859,10.20441759,10.32989277,8.721227465,16.04299481,18,0,0,16.04299481,4.294117647,8,0,3.781342547,8,0,8,0,14.53000272,0,8,8,3.563668224,8,8,3.563668224,12.57863305,0,8,8,0,8,13.56338028,16.04299481,0,6.871862065,15.30337079,16.7804878,0,18,0,0,8,5.815986477,8,6.890560361,8,8,0,14.95439241,8,0,0,13.82716382,8,14.94885871,12.0125523,8,13.8490566,8,0,11.78243684,8,0,8,7.07907743,0,8,0,8,0,2.686746988,8.498303825,9.745172594,9.082153618,7.348799078,8,8,8,8,18,8,0,8,0,8,8,11.21176471,8,8,8,8,5.791875627,8,929.502158
MCGRATH RENTCORP,0,15.24255253,4.270254562,6.693268949,17.71039684,12.50235411,3.633674747,9.955018048,13.60824886,12.55169564,0,17.17540385,11.96762183,6.791185977,9.428345566,20.10283526,8.882362603,10.98646663,8,0,2.475409836,23.74571023,0,17.77232961,14.77645325,7.886297789,19.18591789,11.62128902,12.35592819,20.67677972,5.904761905,7.269758076,15.61861991,29.49304479,12.17774072,10.93783674,29.49304479,25.02147842,6.096979749,6.724409449,7.883576116,8.126850188,0,9.667922913,20.706686,26.93313253,3.489051095,3.489051095,20.706686,4.959398332,6.73553719,8,15.11052266,19.18591789,0,6.720930233,0,20.90220886,0,6.428571429,10.73791733,4.270254562,6.73553719,0,4.270254562,0,0,11.05807971,13.18931648,5.326388889,17.77232961,8.684148163,20.706686,24.76612903,0,22.3942083,10.96073559,0,18.66368299,23.39900041,17.66152002,5.047793599,0,14.85993807,0,16.10427676,16.10427676,11.31737537,9.638638102,10.64229958,9.505618709,5.238938053,15.86252071,5.248335602,13.8765761,21.8935264,7.467806715,9.137157404,10.01721962,5.216693407,0,13.50036242,0,9.216830834,9.955042979,8,9.086969112,35,0,19.91346709,15.64809428,0,14.40203366,0,0,13.18931648,12.83255997,4.758763916,7.859817568,18.66368299,19.18591789,14.72252537,4.977922553,5.326388889,17.77232961,13.18931648,6.737697159,4.977922553,5.255388891,12.83255997,5.457353286,8.402221705,11.13719082,1387.558375
MCNC,2.674154646,2.840909091,1,2.8125,2.862903226,1,1,4,4,4,2.408732999,2.857142857,4,0,2.475409836,3.461538462,2.857142857,2.03125,1,2.890756303,0,1,1.909318637,2.862903226,1,4,4,2.8515625,3.300970874,1.833935018,1,4,2.835820896,2.862903226,2.335260116,2.329545455,2.862903226,3.300970874,1,0,2.097560976,2.623757455,2.937269373,2.646437995,2.862903226,4,0,0,2.862903226,1,0,1,1.829787234,4,0,0,0,2.846153846,0,1,4,1,0,2.857142857,1,4,0,2.862903226,1,1,2.862903226,1,2.862903226,2.862903226,2.421568627,3.060869565,2.329545455,0,2.862903226,4,4,1.854954035,1.789473684,2.55033557,0,0,0,1,1,1,1,1,2.8515625,1,2.835820896,4,2.616407982,0,0,0,4,2.862903226,0,2.812469075,4,1,2.862903226,4,4,4,1,0,3.429815574,3.393700787,2.439114391,1,2.862903226,1,4,2.862903226,4,0,2.862903226,1,2.862903226,1,4,2.862903226,2.335260116,2.862903226,1,1.799307958,2.335260116,278.0956588
MEDIACOM COMMUNICATIONS,5.14200682,8.303525611,3,7.915254237,3,2.538922156,2.666666667,0,2,0,6.564276611,3,0,7.964686914,3,5.610457237,2.365853659,2.641860465,3,5.492469298,0,3,0,9.017733658,7.893480536,7.901313352,6.002248707,2.543352601,4.581784757,3,0,4.84114053,3,3,5.812785388,5.695105476,3,3,3,0,0,6.055582869,6.167785944,5.359198317,3,13,8.685950413,8.685950413,3,3,0,3,8.297313613,6.002248707,0,0,0,3,0,3,8.082993088,3,0,7.187919463,3,2,0,2.363636364,9.017733658,3,9.017733658,7.467354715,3,3,5.317760405,3,2.541176471,0,3,0,13,2.706006322,4.658986175,5.102389078,0,9.673810224,9.673810224,7.485879798,8.618324681,9.203972587,0,0,6.138876543,7.109589041,3,9.607252654,7.134888438,0,0,4.323232323,0,3,0,0,6.668480536,3,7.19047619,0,0,0,3,4.914132,3,5.300186512,5.714327917,9.017733658,7.19047619,7.107218834,11,3,6.002248707,9.11382056,7.19047619,3,9.017733658,9.017733658,0,7.19047619,5.812785388,7.19047619,4.098253312,3,5.950800717,566.8701173
MEJDAF TRADING GROUP,0,1.58762741,1.677009873,0,2.967213115,1,2.268456376,1,2.018387553,1.820512821,2.173721453,2.024026062,2.860082305,1.914030042,2.191676281,1.649644848,2.098275908,1.830760268,0,2.253406279,1.677009873,1,1.606019506,1,1,1.329431691,2.11627907,1.569204437,2.178564206,1,0,0,1,1,1,1.437687643,1,1,1,0,1.571238196,1.421320617,0,0,2.018387553,0,0,0,2.018387553,1.69702571,0,0,1.900459418,2.11627907,0,0,0,2.665347108,0,0,1.582363563,1.677009873,0,1.771785545,1.677009873,1.835796787,0,2.172638436,1.536312849,0,1,1,2.018387553,0,0,2.592592593,1,0,0,1,1,2.452495557,2.613288347,1.404275952,1.905775584,1,1,1,1.359144783,1.49688612,1,0,2.158905815,1,1.641530132,0,1.716119161,1.638445911,1.627279886,1,2.233842002,0,0,1.779008165,1.945662061,0,1.425999493,0,1.9262266,1.671339812,5,1.897824961,1.847422931,1.803048445,2.152320549,1.536312849,1,1.458659315,0,0,2.11627907,1,1.301552637,0,1,1.536312849,2.000451899,1.301552637,1.209695759,1,1,1.818696689,1,162.4977253
METROCAST CABLEVISION,10.43164249,9.279931828,10,10,10,7.122641509,9.284090909,16,5,0,10.62799826,0,0,11.66091802,10,10.44755167,7.122641509,7.12962963,0,10.09695011,10,0,0,14.2895022,11.9609458,9.758738014,9.424079222,8.49009901,8.363041864,0,9.254553632,8.798928719,0,0,15,10.38877086,0,0,0,0,0,10.40544809,10.96482616,10.03788266,0,16,12.10743802,12.10743802,0,10,0,0,11.492891,9.424079222,0,0,0,0,0,0,11.00881814,10,0,12.31060606,10,7.722772277,0,7.115384615,9.424079222,0,14.2895022,10.23268812,0,0,0,0,7.12962963,0,0,0,16,8.130841121,11.11445783,12.31343284,11.04154224,13.01730138,13.01730138,11.23312506,9.375160293,10.3692311,10.62125625,9.254553632,10.31662658,12.11382114,14.46511628,9.267367508,12.6059806,16,16,0,13.62376238,0,0,0,10.46306878,0,12.30769231,0,12.57142857,0,0,9.520467642,12.6744868,10.47701321,10.73114164,9.424079222,15,11.42426526,13.57238659,0,9.424079222,10.98303741,15.42168675,0,14.2895022,9.424079222,14.15909091,15.42168675,15.35128449,15,8.373913792,10,10.45335658,988.0547636
MICROLEASE,0,14.81198115,9.540540541,10.76835562,10.70968461,12.72560861,5.626990092,10.24371592,18.27777413,8.72612943,0,0,0,7.674710152,10.44451464,15.84771367,13.87528302,9.980267473,25,0,2,18.91349622,12.93389156,10.57805169,9.960006572,12.98315748,7.03403573,6.370583285,8.550153195,18.94653934,25,9.986488139,16.25030123,19.06695071,10.56925665,9.625843802,19.06695071,13.1354631,14.7495702,2.085921743,11.47470496,0,0,0,0,9.794210501,2,2,0,11.29508197,6.314049587,25,12.5634731,7.03403573,0,1.595726123,0,0,1,14,11.68737063,9.540540541,6.314049587,10.01711468,9.540540541,0,0,7.046322026,7.370225539,12.70138889,10.57805169,7.374438646,0,28.10483871,9.79187794,8.467999187,9.253836059,0,8.357040358,0,6.049770816,11.93017333,8.715250422,12.29250871,0,7.103817214,7.103817214,10.80299809,7.431196417,12.60780327,11.3828024,25,10.82328167,13.21104265,0,9.280387684,8.997717642,0,0,6.001624647,9.644063173,11.25325415,0,13.05653146,11.19757948,25,8.547301239,30,13.11292132,0,10.75126975,0,0,0,0,7.370225539,9.348400978,5.778033023,10.4470752,8.357040358,7.03403573,6.606047869,10.06734332,12.70138889,10.57805169,7.370225539,8.633841791,10.06734332,11.00203459,9.348400978,17.29045181,12.79807745,10.56925665,1168.941235
MIDCONTINENT COMMUNICATIONS,5.101119988,5.253708175,7,7,7,4.694610778,5.895348837,0,2,0,5.545464469,7,0,3.678933463,7,5.166238676,3.829268293,5.209302326,7,4.943539044,0,7,0,6.337702175,0,3.574167508,3.261524623,4.716763006,3.477146042,7,3.959026889,2.899524779,7,7,7,5.561259482,7,7,7,0,0,4.885428492,4.61925526,5.011874561,7,7,4.107438017,4.107438017,7,7,0,7,7,3.261524623,0,0,0,7,0,7,4.215752791,7,0,7,7,2,0,3.818181818,6.337702175,7,6.337702175,4.327802257,7,7,4.840190592,7,4.705882353,0,7,0,7,5.530031612,7,7,0,6.309650361,6.309650361,5.187615613,5.18141558,5.177147052,4.745614194,3.641727267,4.368022775,4.915851272,7,3.268017774,5.73351927,0,0,4.03098967,0,7,0,0,3.213288397,7,7,0,0,0,7,4.772599926,7,4.538441443,5.05465288,6.337702175,7,4.92937172,7,7,3.261524623,5.210879093,7,7,6.337702175,6.337702175,0,7,7,7,4.571486284,7,4.840955079,607.4863805
MOHAWK,3.620185218,5.150807899,2,3.579207921,1.379032258,2,2,5.083333333,5.086956522,1,2.911480533,4.371069182,5.081632653,9,4.032608696,2.426189508,5.716826265,4.760784314,2,3.407742584,0,6.418032787,3.69964698,1.379032258,2,5.081632653,1,5.164863825,3.418880807,1.722021661,2,5.923076923,4.348412988,4.377214915,3.916080316,5.171537484,4.377214915,1.233009709,6.403225806,0,3.889142423,5.756639419,5.870253659,0,4.377214915,1,0,0,4.377214915,2,0,2,3.349966285,1,0,0,0,3.204301075,0,2,4.335130279,2,0,1.380952381,2,4.257270694,0,4.377214915,2,2,1.379032258,2,4.377214915,1.379032258,4.448580685,1.313043478,1.556818182,0,1.379032258,5.083333333,1,3.367424682,1.736842105,4.116587678,0,0,0,2,6.388888889,4.434782609,2,2,4.365125923,6.403225806,6.453183521,1,4.722391969,9,9,0,4.469879518,1.379032258,0,3.911258278,4.140186916,2,4.377214915,1,4.676470588,5.08,2,0,2.944685007,3.661851373,3.980512489,2,4.377214915,6.375,6.927232635,1.379032258,1,0,4.377214915,2,1.379032258,2,5.083333333,4.377214915,5.181063451,4.377214915,2,2.602249758,3.916080316,397.2945574
MORGAN CALMA,3,3,3,3,3,3,3,0,0,0,3,3,0,0,3,3,3,3,3,3,0,3,3,3,3,0,0,3,3,0,3,0,2.012048193,3,3,3,3,1.141176471,3,0,3,3,3,3,3,0,0,0,3,3,0,3,3,0,0,0,0,3,0,3,0,3,0,3,3,0,0,3,3,3,3,3,3,3,3,3,3,0,3,0,0,3,3,1.378947368,0,0,0,3,3,3,3,3,3,3,3,0,3,0,0,0,0,3,0,3,0,3,3,0,0,0,3,3,3,3,3,3,3,3,0,3,0,0,3,3,3,3,0,3,3,3,3,3,3,262.532172
MP INSTRUMENT,3.632543076,2.635385449,0,2.941111723,4,4,4,3.018050542,2,4,3.459613924,2.807017544,2.962406015,3.348062103,3.141304348,3.376841819,2.497237569,2.5,0,3.586900464,0,2.803571429,0,2.829290506,3.009920905,3.272015702,3.890982273,2.807017544,3.3063638,0,2.648020341,2.926439972,2.621118012,2,3.179487179,3.495054169,2,0,2.807017544,0,0,3.155163565,3.118694001,0,2.803571429,2,3.890982273,3.890982273,2.803571429,0,0,0,2.868350086,3.890982273,0,0,0,3.166666667,0,0,3.115853635,0,0,4.489208633,0,2.900212314,0,2.803571429,2.829290506,4,2.829290506,3.496707629,2.803571429,0,3.524581135,0,4,0,0,2,2.912,3.219730942,4.238938053,2.983193277,3.522620907,2.829290506,2.829290506,3.15671581,2.911865978,2.836143265,0,2.986725664,3.3063638,3.42730775,2.813559322,2.667300709,3.472814228,2.803571429,2,3.493482309,3.077981651,4,0,3.572047514,3.239815231,0,3.41363427,0,2.913043478,2,0,3.32502759,3.145539906,3.284458576,0,2.829290506,3.173913043,3.433339495,3.109286814,0,3.890982273,2.657017241,3.41363427,4,2.829290506,2.829290506,3.018050542,3.41363427,3.153602199,3.173913043,3.896352868,3.175141243,3.509103401,317.7723301
MRL ENGINEERING,6,0,0,0,0,4.741935484,0,0,0,0,0,4.2,5.084210526,0,0,0,6,6,6,6,0,0,0,0,0,0,0,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.224489796,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,6,0,0,0,0,0,0,6,6,6,0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,4.263157895,0,140.7137937
MULTIPATH COMMUNICATIONS GROUP,2,0,0,0,0,1.580645161,0,0,0,0,0,1.4,1.694736842,0,0,0,2,2,2,2,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.408163265,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,2,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1.421052632,0,46.9045979
NATIONAL CABLE TELEVISION,40.21355834,15.66220736,0,2,0,14,7.212765957,0,14,0,35.51026801,0,0,34.20144425,0,43.57018584,14,14,0,41.72370766,0,0,0,18.50428881,15.41871301,30.89073243,36.72228469,14,30.13374067,0,18.50428881,30.13374067,0,0,67,43.91411043,0,0,0,0,0,44.07517363,42.81174153,40.97278203,0,2,51.95867769,51.95867769,0,0,0,0,15.82978723,36.72228469,0,0,0,0,0,0,27.15752136,0,0,67,0,14,0,14,7.081924541,0,18.50428881,30.64330551,0,0,39.90382618,0,14,0,0,0,2,14,67,67,41.95423613,10.56544926,10.56544926,25.1453732,0,17.75874909,0,24.85185733,42.70242837,51.99186992,0,18.89526283,56.76595745,0,0,26.54545455,0,0,0,0,30.81331101,0,67,0,0,3,0,36.66947917,0,38.0394294,43.74556213,7.081924541,67,52.05511811,67,0,36.72228469,11.08192322,67,0,18.50428881,7.081924541,0,67,67,67,30.19685269,0,43.04010462,2404.710318
NC IV,0,5.973207716,6.252228791,0,6.708934943,4.876792569,6.419292109,5.21057172,6,6.484904051,5.455834205,4.395436143,4.886509636,6.042136976,0,6.656630545,6.556401825,6.702595457,0,0,8.53596615,4,0,4.985294118,7.064006938,6.581099789,6.950685919,6.705716296,6.946021512,6.967391304,8,6.975415912,5.272047833,0,5.5,6.674850135,0,7,3.510791367,3,7.400681967,6.85579063,7.091257395,6.743722333,4.396389563,0,5.95620438,5.95620438,4.396389563,5.980472116,3,0,6.144758867,6.950685919,0,3,0,4.659192825,0,3,6.549202823,6.252228791,3,6.948317031,6.252228791,5.983074753,0,6.708934943,7.423205182,4,4.985294118,7.022605872,4.396389563,0,0,6,6.949234136,0,0,0,4,6.85754383,6.424067921,6.59436232,6.578158846,6.201445037,6.201445037,10.38562092,7.384518579,7.942437236,8,8,5.97317173,4.72826087,6.352741755,3.760043431,7.24358951,5.920045852,6,4,6.918493042,3.510948905,0,7.433643502,6.513709927,0,6.950685919,0,7.773601084,3,3.722891566,6.016898804,5.499563499,6.314657512,0,7.423205182,5.5,6.450037506,7.464347716,0,6.950685919,6.532110092,7.423205182,4,4.985294118,7.423205182,7.149262162,7.423205182,6.703892036,5.5,7.196071024,5.850906843,6.349056604,659.8202613
NCS INDUSTRIES,1.359756098,1.350649351,1,1,1,1,1,0,0,0,1.386792453,1,0,2,1,1.417910448,1,1,1,1.405405405,0,1,0,1.523809524,1.448543689,2,2,1,1.523178808,1,1.523809524,2,1,1,1.351598174,1.523489933,1,1,1,0,1.857555928,1.518324607,1.598290598,1.402321083,1,0,2,2,1,1,0,1,1.20855615,2,0,0,0,1,0,1,2,1,0,1.523489933,1,0,0,1,1.523809524,1,1.523809524,1.702040816,1,1,1.4,1,1,0,1,0,0,1,1.207373272,1.262798635,0,2,2,1.474189676,1.771986971,1.597014925,1.738181818,1.690265487,1.523178808,1.523489933,1,2,1.522580645,0,0,0,0,1,0,1.847328244,2,1,1.523809524,0,0,0,1,1.37037037,1,1.448818898,1.425531915,1.523809524,1.523809524,1.522875817,2,1,2,0,1.523809524,1,1.523809524,1.523809524,0,1.523809524,1.351598174,1.523809524,1.208672087,1,1.523809524,140.273683
NEMONT TELEPHONE,3.999197839,4.09691939,0,3.99905482,0,0,0,2,8,0,5.176024869,4.805194805,2,3.558206567,0,3.928261233,4.805194805,2,0,3.996643002,0,0,0,5.122473246,4.613495324,3.139496077,5.122473246,3.11627907,2.547920862,0,3,4.137867007,2,0,4.421431658,3.206943587,0,2,2,0,0,0,0,4.306996397,4.8,0,3,3,4.8,0,0,0,3,5.122473246,0,0,0,4.819277108,0,0,3.96005175,0,0,5.419080068,0,4.455995275,0,2,4.102481986,0,5.122473246,3.509514536,4.8,0,4.075725499,8,0,0,0,3.817189632,3.780188679,2,6.028169014,3.680851064,3.57370505,5.122473246,5.122473246,3.570851363,3.914231075,3.483093208,3.6636052,3,4.100812162,2.260765099,4.519337017,3,3.188712,3.559566787,3.699107076,3.863297306,4.499452697,0,0,3.413469278,4.203586781,0,3.179487179,0,3.70758405,5.188010899,2,4.304679507,4.216788916,4.303032061,3.959450672,4.102481986,4.421052632,3.221458258,0,0,5.122473246,5.401812689,3.179487179,0,5.122473246,4.102481986,3.780188679,3.179487179,2.672716796,4.421052632,3,4.831460674,3.942014954,357.5117589
NETSOLUTIONS,4.796107131,7.983620461,3,6.187807564,5.487847035,2.387931034,2.859768201,4.802116393,4.050073894,5.487847035,5.672825302,5.486035848,5.487358207,6.287075362,4.214360932,4.658794479,4.804193287,3.946518048,0,0,0,0,0,6.791340557,6.94516136,6.504700943,4.886432755,4.559140515,4.494129233,3,10.96360527,4.714718818,5.601303912,3,4.149700599,6.195634751,3,4.774647887,7.040650407,4.794997892,0,5.169364483,5.215186653,5.231504097,5.487847035,8.256648079,3.95821727,3.95821727,5.487847035,3,4.729781772,0,10.80312586,4.886432755,3,4.814116379,0,4.775188485,0,3,0,3,4.729781772,5.798544492,3,4.429528372,3,3.928462091,7.09558797,0,6.791340557,0,5.487847035,3,4.685724091,4.632286996,3.946518048,0,4.589721063,6.785871965,6.179049715,4.40661814,5.28925206,4.599846782,5.614284717,7.09558797,7.09558797,5.224411229,6.990374333,8.434634811,0,8.642000888,4.285356482,4.77661248,6.327539388,0,5.493129032,6.393939394,10,4.654900523,5.486035848,5.487847035,0,0,5.584162129,0,5.798867342,3,6.365384615,3.905516804,0,0,5.241434024,0,4.837028483,7.09558797,4.146341463,4.845665962,5.742351047,4.589721063,4.886432755,6.676438535,4.691733187,0,6.791340557,7.09558797,5.228140834,4.691733187,5.26324089,4.146341463,3.540900679,3,4.243779484,579.575876
NETWORK TECHNOLOGY PARTNERS,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.696969697,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6969697
