"","user","item","rating"
"15948","METROCAST CABLEVISION","SMARTClass Fiber",12.6059805984005
"16130","METROCAST CABLEVISION","SmartClass HOME",16
"16267","METROCAST CABLEVISION","SmartClass Triple Play",16
"16571","METROCAST CABLEVISION","SmartPocket Handhelds",13.6237623762376
"17099","METROCAST CABLEVISION","Support Plans",10.4630687753786
"17352","METROCAST CABLEVISION","T-BERD 8000",12.6744868035191
"17522","METROCAST CABLEVISION","T-Berd/MTS-5800",10.477013208514
"17716","METROCAST CABLEVISION","T3AS",12.3076923076923
"17912","METROCAST CABLEVISION","TB-6000A Transport Module",9.52046764221168
"18401","METROCAST CABLEVISION","TB/MTS 8000 Platform",12.5714285714286
"18557","METROCAST CABLEVISION","Test Devices",10.7311416443118
"18756","METROCAST CABLEVISION","Test Productivity Pack",9.42407922168172
"18963","METROCAST CABLEVISION","TestPad 2000",15
"19172","METROCAST CABLEVISION","TrueSpeed",11.4242652599849
"19369","METROCAST CABLEVISION","Ultra FED",13.5723865877712
"19706","METROCAST CABLEVISION","VSA",9.42407922168172
"19885","METROCAST CABLEVISION","VSE-1100",10.9830374128091
"20082","METROCAST CABLEVISION","WiFi Smart Accessory",15.4216867469879
"20414","METROCAST CABLEVISION","WR 2.5G Trans/Regen",14.2895021953584
"20627","METROCAST CABLEVISION","WR Amplification",9.42407922168172
"20813","METROCAST CABLEVISION","WR Common",14.1590909090909
"21004","METROCAST CABLEVISION","WS 10G Trans/Regen",15.4216867469879
"21219","METROCAST CABLEVISION","WS 2.5G Trans/Regen",15.351284490961
"21424","METROCAST CABLEVISION","XGIG - Ethernet 10G",15
"21626","METROCAST CABLEVISION","XGIG - FC 16G",8.37391379162007
"21825","METROCAST CABLEVISION","XGIG - Other",10
"22020","METROCAST CABLEVISION","XGIG 5k - SAS/SATA 12G",10.4533565823888
"293","MICROLEASE","ACE",14.8119811512109
"474","MICROLEASE","Advanced Signal Conditioning Modules",9.54054054054055
"637","MICROLEASE","Analog Inspection & Test",10.7683556176973
"823","MICROLEASE","ANT-5",10.7096846124557
"1010","MICROLEASE","Attenuators & Backreflector Modules",12.7256086066411
"1197","MICROLEASE","Benchtop Inspection",5.62699009217157
"1372","MICROLEASE","BrightJack",10.2437159249968
"1531","MICROLEASE","CA product",18.2777741316667
"1678","MICROLEASE","Calibration Plan",8.72612942950082
"2417","MICROLEASE","Certifier",7.67471015213792
"2602","MICROLEASE","CleanBlast",10.4445146398347
"2798","MICROLEASE","Common Product",15.8477136675465
"3015","MICROLEASE","Converged Assurance Support",13.8752830158681
"3236","MICROLEASE","CT-650",9.9802674734799
"3389","MICROLEASE","CT-650SM",25
"3644","MICROLEASE","Direct View FM",2
"3759","MICROLEASE","Dispersion modules",18.9134962199173
"3895","MICROLEASE","DSAM",12.9338915617127
"4076","MICROLEASE","DSAM-6300",12.9831574822104
"4285","MICROLEASE","DSAM 2300/3300",10.5780516897658
"4491","MICROLEASE","DSAM Upgrades",9.96000657156494
"4689","MICROLEASE","DTS",7.03403572989214
"4896","MICROLEASE","EA Support",6.37058328482117
"5125","MICROLEASE","Education",8.55015319501567
"5313","MICROLEASE","Ethernet Network Management Tools",18.9465393412422
"5446","MICROLEASE","Extended Warranty",25
"5620","MICROLEASE","FIT Generic",9.98648813888781
"5814","MICROLEASE","FST-2000",16.250301229026
"5970","MICROLEASE","FST-2207/2209 DS1",19.0669507103957
"6134","MICROLEASE","FST-2310",10.5692566492317
"6343","MICROLEASE","FST-2310-DS3",9.62584380247702
"6516","MICROLEASE","FST-2310-OC12",19.0669507103957
"6668","MICROLEASE","FST-2310-OC3",13.135463098291
"6841","MICROLEASE","FST-2802 G",14.7495701965762
"6975","MICROLEASE","GigaStor",2.08592174263816
"7118","MICROLEASE","HCU1500",11.4747049638179
"7993","MICROLEASE","Legacy Wireline Services",9.79421050075283
"8110","MICROLEASE","Location Intelligence Product",2
"8231","MICROLEASE","Location Intelligence Services",2
"8370","MICROLEASE","MAP-200 Chassis, Accessories & Software",11.2950819672131
"8681","MICROLEASE","Misc Hardware",6.31404958677687
"8777","MICROLEASE","MS-1200D",25
"8926","MICROLEASE","MTS-5100e",12.563473096481
"9134","MICROLEASE","NC Ethernet TT",7.03403572989214
"9297","MICROLEASE","NI - Maintenance",1.59572612298299
"9540","MICROLEASE","Observer",1
"9616","MICROLEASE","ONT-Jitter",14
"9772","MICROLEASE","ONX-580",11.6873706287483
"9942","MICROLEASE","Optical Switch Modules",9.54054054054055
"10063","MICROLEASE","ORS",6.31404958677687
"10236","MICROLEASE","OSA",10.0171146752222
"10424","MICROLEASE","OST",9.54054054054055
"10798","MICROLEASE","Other - Solutions Classic",7.04632202595677
"11020","MICROLEASE","PacketPortal SW & Solutions",7.37022553857614
"11188","MICROLEASE","Passive Chassis",12.7013888888889
"11355","MICROLEASE","Passive Plug-ins",10.5780516897658
"11559","MICROLEASE","PathTrak",7.3744386459072
"11895","MICROLEASE","Polatis Cross Connects",28.1048387096774
"12034","MICROLEASE","Probe Tips",9.79187793966144
"12222","MICROLEASE","PT Hardware",8.46799918713478
"12417","MICROLEASE","PT SART",9.25383605938106
"12591","MICROLEASE","PT Services",8.35704035772567
"12857","MICROLEASE","QT-600-2",6.0497708157476
"13038","MICROLEASE","RANAdvisor Product",11.9301733251446
"13245","MICROLEASE","RANAdvisor Services & Support",8.71525042210284
"13462","MICROLEASE","RCATS Product",12.2925087066259
"13832","MICROLEASE","Replacement Parts",7.10381721413397
"14027","MICROLEASE","RPM-3000",10.8029980926118
"14223","MICROLEASE","RPM2000",7.10381721413397
"14429","MICROLEASE","RSAM",7.43119641670603
"14646","MICROLEASE","SDA",12.6078032707723
"14837","MICROLEASE","SDA-5000",11.3828023989612
"14983","MICROLEASE","SDA-5500",25
"15157","MICROLEASE","SMART Handhelds",10.8232816650602
"15370","MICROLEASE","SmartClass ADSL",13.2110426461668
"15752","MICROLEASE","SmartClass Ethernet",9.28038768395809
"15949","MICROLEASE","SMARTClass Fiber",8.99771764242357
"16405","MICROLEASE","SmartID",6.00162464664174
"16572","MICROLEASE","SmartPocket Handhelds",9.64406317272083
"16745","MICROLEASE","Source, EDFA & BBS Modules",11.2532541520665
"16919","MICROLEASE","StrataSync",13.056531456831
"17100","MICROLEASE","Support Plans",11.1975794806682
"17222","MICROLEASE","Swept Wavelength Systems",25
"17717","MICROLEASE","T3AS",8.54730123878658
"18220","MICROLEASE","TB/MTS-6000 Platform",10.7512697483909
"18293","MICROLEASE","TB/MTS 4000 Platform",30
"18402","MICROLEASE","TB/MTS 8000 Platform",13.1129213192729
"18757","MICROLEASE","Test Productivity Pack",7.37022553857614
"18964","MICROLEASE","TestPad 2000",9.34840097782656
"19173","MICROLEASE","TrueSpeed",5.77803302307195
"19370","MICROLEASE","Ultra FED",10.4470751987345
"19531","MICROLEASE","Volicon",8.35704035772567
"19707","MICROLEASE","VSA",7.03403572989214
"19886","MICROLEASE","VSE-1100",6.60604786877875
"20083","MICROLEASE","WiFi Smart Accessory",10.0673433180017
"20248","MICROLEASE","WR 10G Trans/Regen",12.7013888888889
"20415","MICROLEASE","WR 2.5G Trans/Regen",10.5780516897658
"20628","MICROLEASE","WR Amplification",7.37022553857614
"20814","MICROLEASE","WR Common",8.63384179088711
"21005","MICROLEASE","WS 10G Trans/Regen",10.0673433180017
"21220","MICROLEASE","WS 2.5G Trans/Regen",11.0020345931671
"21425","MICROLEASE","XGIG - Ethernet 10G",9.34840097782656
"21627","MICROLEASE","XGIG - FC 16G",17.2904518139328
"21826","MICROLEASE","XGIG - Other",12.7980774478667
"22021","MICROLEASE","XGIG 5k - SAS/SATA 12G",10.5692566492317
"92","MIDCONTINENT COMMUNICATIONS","Accessories",5.10111998763167
"294","MIDCONTINENT COMMUNICATIONS","ACE",5.25370817523284
"475","MIDCONTINENT COMMUNICATIONS","Advanced Signal Conditioning Modules",7
"638","MIDCONTINENT COMMUNICATIONS","Analog Inspection & Test",7
"824","MIDCONTINENT COMMUNICATIONS","ANT-5",7
"1011","MIDCONTINENT COMMUNICATIONS","Attenuators & Backreflector Modules",4.69461077844311
"1198","MIDCONTINENT COMMUNICATIONS","Benchtop Inspection",5.8953488372093
"1532","MIDCONTINENT COMMUNICATIONS","CA product",2
"1852","MIDCONTINENT COMMUNICATIONS","Calibrations",5.54546446894444
"2055","MIDCONTINENT COMMUNICATIONS","CapacityAdvisor Held",7
"2418","MIDCONTINENT COMMUNICATIONS","Certifier",3.67893346274129
"2603","MIDCONTINENT COMMUNICATIONS","CleanBlast",7
"2799","MIDCONTINENT COMMUNICATIONS","Common Product",5.16623867608246
"3016","MIDCONTINENT COMMUNICATIONS","Converged Assurance Support",3.82926829268292
"3237","MIDCONTINENT COMMUNICATIONS","CT-650",5.2093023255814
"3390","MIDCONTINENT COMMUNICATIONS","CT-650SM",7
"3523","MIDCONTINENT COMMUNICATIONS","Digital Inspection & Test",4.94353904379393
"3760","MIDCONTINENT COMMUNICATIONS","Dispersion modules",7
"4077","MIDCONTINENT COMMUNICATIONS","DSAM-6300",3.57416750756811
"4286","MIDCONTINENT COMMUNICATIONS","DSAM 2300/3300",6.33770217512549
"4690","MIDCONTINENT COMMUNICATIONS","DTS",3.26152462334157
"4897","MIDCONTINENT COMMUNICATIONS","EA Support",4.71676300578035
"5126","MIDCONTINENT COMMUNICATIONS","Education",3.47714604236343
"5314","MIDCONTINENT COMMUNICATIONS","Ethernet Network Management Tools",7
"5447","MIDCONTINENT COMMUNICATIONS","Extended Warranty",3.95902688860435
"5621","MIDCONTINENT COMMUNICATIONS","FIT Generic",2.89952477936184
"5815","MIDCONTINENT COMMUNICATIONS","FST-2000",7
"5971","MIDCONTINENT COMMUNICATIONS","FST-2207/2209 DS1",7
"6135","MIDCONTINENT COMMUNICATIONS","FST-2310",7
"6344","MIDCONTINENT COMMUNICATIONS","FST-2310-DS3",5.56125948248987
"6517","MIDCONTINENT COMMUNICATIONS","FST-2310-OC12",7
"6669","MIDCONTINENT COMMUNICATIONS","FST-2310-OC3",7
"6842","MIDCONTINENT COMMUNICATIONS","FST-2802 G",7
"7299","MIDCONTINENT COMMUNICATIONS","HST-3000 SIMs",4.88542849225433
"7484","MIDCONTINENT COMMUNICATIONS","HST-3000C",4.61925525990758
"7661","MIDCONTINENT COMMUNICATIONS","HST-3000C-CE",5.01187456075602
"7850","MIDCONTINENT COMMUNICATIONS","JMEP",7
"7994","MIDCONTINENT COMMUNICATIONS","Legacy Wireline Services",7
"8111","MIDCONTINENT COMMUNICATIONS","Location Intelligence Product",4.10743801652892
"8232","MIDCONTINENT COMMUNICATIONS","Location Intelligence Services",4.10743801652892
"8371","MIDCONTINENT COMMUNICATIONS","MAP-200 Chassis, Accessories & Software",7
"8540","MIDCONTINENT COMMUNICATIONS","MAP Standalone Switches",7
"8778","MIDCONTINENT COMMUNICATIONS","MS-1200D",7
"8927","MIDCONTINENT COMMUNICATIONS","MTS-5100e",7
"9135","MIDCONTINENT COMMUNICATIONS","NC Ethernet TT",3.26152462334157
"9453","MIDCONTINENT COMMUNICATIONS","nTAPs",7
"9617","MIDCONTINENT COMMUNICATIONS","ONT-Jitter",7
"9773","MIDCONTINENT COMMUNICATIONS","ONX-580",4.21575279084747
"9943","MIDCONTINENT COMMUNICATIONS","Optical Switch Modules",7
"10237","MIDCONTINENT COMMUNICATIONS","OSA",7
"10425","MIDCONTINENT COMMUNICATIONS","OST",7
"10586","MIDCONTINENT COMMUNICATIONS","OTDR - FiberComplete modules",2
"10799","MIDCONTINENT COMMUNICATIONS","Other - Solutions Classic",3.81818181818182
"11021","MIDCONTINENT COMMUNICATIONS","PacketPortal SW & Solutions",6.33770217512549
"11189","MIDCONTINENT COMMUNICATIONS","Passive Chassis",7
"11356","MIDCONTINENT COMMUNICATIONS","Passive Plug-ins",6.33770217512549
"11560","MIDCONTINENT COMMUNICATIONS","PathTrak",4.32780225665639
"11753","MIDCONTINENT COMMUNICATIONS","PI Product",7
"11896","MIDCONTINENT COMMUNICATIONS","Polatis Cross Connects",7
"12035","MIDCONTINENT COMMUNICATIONS","Probe Tips",4.84019059196691
"12223","MIDCONTINENT COMMUNICATIONS","PT Hardware",7
"12418","MIDCONTINENT COMMUNICATIONS","PT SART",4.70588235294118
"12592","MIDCONTINENT COMMUNICATIONS","PT Services",7
"12858","MIDCONTINENT COMMUNICATIONS","QT-600-2",7
"13039","MIDCONTINENT COMMUNICATIONS","RANAdvisor Product",5.53003161222339
"13246","MIDCONTINENT COMMUNICATIONS","RANAdvisor Services & Support",7
"13463","MIDCONTINENT COMMUNICATIONS","RCATS Product",7
"13833","MIDCONTINENT COMMUNICATIONS","Replacement Parts",6.30965036126568
"14028","MIDCONTINENT COMMUNICATIONS","RPM-3000",5.18761561320416
"14224","MIDCONTINENT COMMUNICATIONS","RPM2000",6.30965036126568
"14430","MIDCONTINENT COMMUNICATIONS","RSAM",5.18141557997387
"14647","MIDCONTINENT COMMUNICATIONS","SDA",5.17714705162711
"14838","MIDCONTINENT COMMUNICATIONS","SDA-5000",4.74561419412604
"14984","MIDCONTINENT COMMUNICATIONS","SDA-5500",3.64172726707688
"15158","MIDCONTINENT COMMUNICATIONS","SMART Handhelds",4.36802277486153
"15371","MIDCONTINENT COMMUNICATIONS","SmartClass ADSL",4.91585127201565
"15572","MIDCONTINENT COMMUNICATIONS","SmartClass E1",7
"15753","MIDCONTINENT COMMUNICATIONS","SmartClass Ethernet",3.26801777392435
"15950","MIDCONTINENT COMMUNICATIONS","SMARTClass Fiber",5.73351926977688
"16406","MIDCONTINENT COMMUNICATIONS","SmartID",4.03098967010996
"16746","MIDCONTINENT COMMUNICATIONS","Source, EDFA & BBS Modules",7
"17101","MIDCONTINENT COMMUNICATIONS","Support Plans",3.21328839672605
"17223","MIDCONTINENT COMMUNICATIONS","Swept Wavelength Systems",7
"17353","MIDCONTINENT COMMUNICATIONS","T-BERD 8000",7
"17523","MIDCONTINENT COMMUNICATIONS","T-Berd/MTS-5800",4.53844144324761
"17718","MIDCONTINENT COMMUNICATIONS","T3AS",7
"17913","MIDCONTINENT COMMUNICATIONS","TB-6000A Transport Module",4.77259992633189
"18221","MIDCONTINENT COMMUNICATIONS","TB/MTS-6000 Platform",7
"18558","MIDCONTINENT COMMUNICATIONS","Test Devices",5.05465288035451
"18758","MIDCONTINENT COMMUNICATIONS","Test Productivity Pack",6.33770217512549
"18965","MIDCONTINENT COMMUNICATIONS","TestPad 2000",7
"19174","MIDCONTINENT COMMUNICATIONS","TrueSpeed",4.92937172032336
"19371","MIDCONTINENT COMMUNICATIONS","Ultra FED",7
"19532","MIDCONTINENT COMMUNICATIONS","Volicon",7
"19708","MIDCONTINENT COMMUNICATIONS","VSA",3.26152462334157
"19887","MIDCONTINENT COMMUNICATIONS","VSE-1100",5.21087909254963
"20084","MIDCONTINENT COMMUNICATIONS","WiFi Smart Accessory",7
"20249","MIDCONTINENT COMMUNICATIONS","WR 10G Trans/Regen",7
"20416","MIDCONTINENT COMMUNICATIONS","WR 2.5G Trans/Regen",6.33770217512549
"20629","MIDCONTINENT COMMUNICATIONS","WR Amplification",6.33770217512549
"21006","MIDCONTINENT COMMUNICATIONS","WS 10G Trans/Regen",7
"21221","MIDCONTINENT COMMUNICATIONS","WS 2.5G Trans/Regen",7
"21426","MIDCONTINENT COMMUNICATIONS","XGIG - Ethernet 10G",7
"21628","MIDCONTINENT COMMUNICATIONS","XGIG - FC 16G",4.57148628403742
"21827","MIDCONTINENT COMMUNICATIONS","XGIG - Other",7
"22022","MIDCONTINENT COMMUNICATIONS","XGIG 5k - SAS/SATA 12G",4.84095507891542
"93","MOHAWK","Accessories",3.62018521838719
"295","MOHAWK","ACE",5.1508078994614
"476","MOHAWK","Advanced Signal Conditioning Modules",2
"639","MOHAWK","Analog Inspection & Test",3.57920792079208
"825","MOHAWK","ANT-5",1.37903225806452
"1012","MOHAWK","Attenuators & Backreflector Modules",2
"1199","MOHAWK","Benchtop Inspection",2
"1373","MOHAWK","BrightJack",5.08333333333333
"1533","MOHAWK","CA product",5.08695652173913
"1679","MOHAWK","Calibration Plan",1
"1853","MOHAWK","Calibrations",2.91148053283755
"2056","MOHAWK","CapacityAdvisor Held",4.37106918238994
"2239","MOHAWK","CellAdvisor",5.08163265306122
"2419","MOHAWK","Certifier",9
"2604","MOHAWK","CleanBlast",4.03260869565217
"2800","MOHAWK","Common Product",2.42618950793005
"3017","MOHAWK","Converged Assurance Support",5.71682626538987
"3238","MOHAWK","CT-650",4.76078431372549
"3391","MOHAWK","CT-650SM",2
"3524","MOHAWK","Digital Inspection & Test",3.40774258421317
"3761","MOHAWK","Dispersion modules",6.41803278688525
"3896","MOHAWK","DSAM",3.69964697991316
"4078","MOHAWK","DSAM-6300",5.08163265306123
"4287","MOHAWK","DSAM 2300/3300",1.37903225806452
"4492","MOHAWK","DSAM Upgrades",2
"4691","MOHAWK","DTS",1
"4898","MOHAWK","EA Support",5.16486382487494
"5127","MOHAWK","Education",3.41888080748108
"5315","MOHAWK","Ethernet Network Management Tools",1.72202166064982
"5448","MOHAWK","Extended Warranty",2
"5622","MOHAWK","FIT Generic",5.92307692307693
"5816","MOHAWK","FST-2000",4.3484129879606
"5972","MOHAWK","FST-2207/2209 DS1",4.37721491466464
"6136","MOHAWK","FST-2310",3.91608031577141
"6345","MOHAWK","FST-2310-DS3",5.1715374841169
"6518","MOHAWK","FST-2310-OC12",4.37721491466464
"6670","MOHAWK","FST-2310-OC3",1.23300970873786
"6843","MOHAWK","FST-2802 G",6.40322580645162
"7119","MOHAWK","HCU1500",3.88914242251379
"7300","MOHAWK","HST-3000 SIMs",5.75663941857637
"7485","MOHAWK","HST-3000C",5.87025365904474
"7851","MOHAWK","JMEP",4.37721491466464
"7995","MOHAWK","Legacy Wireline Services",1
"8372","MOHAWK","MAP-200 Chassis, Accessories & Software",2
"8541","MOHAWK","MAP Standalone Switches",4.37721491466464
"8779","MOHAWK","MS-1200D",2
"8928","MOHAWK","MTS-5100e",3.34996628455833
"9136","MOHAWK","NC Ethernet TT",1
"9454","MOHAWK","nTAPs",3.20430107526882
"9618","MOHAWK","ONT-Jitter",2
"9774","MOHAWK","ONX-580",4.3351302785265
"9944","MOHAWK","Optical Switch Modules",2
"10238","MOHAWK","OSA",1.38095238095238
"10426","MOHAWK","OST",2
"10587","MOHAWK","OTDR - FiberComplete modules",4.2572706935123
"10800","MOHAWK","Other - Solutions Classic",4.37721491466464
"11022","MOHAWK","PacketPortal SW & Solutions",2
"11190","MOHAWK","Passive Chassis",2
"11357","MOHAWK","Passive Plug-ins",1.37903225806452
"11561","MOHAWK","PathTrak",2
"11754","MOHAWK","PI Product",4.37721491466464
"11897","MOHAWK","Polatis Cross Connects",1.37903225806452
"12036","MOHAWK","Probe Tips",4.44858068497377
"12224","MOHAWK","PT Hardware",1.31304347826087
"12419","MOHAWK","PT SART",1.55681818181818
"12593","MOHAWK","PT Services",1.37903225806452
"12717","MOHAWK","QT-600-10",5.08333333333333
"12859","MOHAWK","QT-600-2",1
"13040","MOHAWK","RANAdvisor Product",3.36742468235349
"13247","MOHAWK","RANAdvisor Services & Support",1.73684210526316
"13464","MOHAWK","RCATS Product",4.11658767772512
"14029","MOHAWK","RPM-3000",2
"14431","MOHAWK","RSAM",6.3888888888889
"14648","MOHAWK","SDA",4.43478260869565
"14839","MOHAWK","SDA-5000",2
"14985","MOHAWK","SDA-5500",2
"15159","MOHAWK","SMART Handhelds",4.36512592292909
"15372","MOHAWK","SmartClass ADSL",6.40322580645162
"15573","MOHAWK","SmartClass E1",6.45318352059925
"15754","MOHAWK","SmartClass Ethernet",1
"15951","MOHAWK","SMARTClass Fiber",4.72239196857268
"16131","MOHAWK","SmartClass HOME",9
"16268","MOHAWK","SmartClass Triple Play",9
"16573","MOHAWK","SmartPocket Handhelds",4.46987951807229
"16747","MOHAWK","Source, EDFA & BBS Modules",1.37903225806452
"16920","MOHAWK","StrataSync",3.9112582781457
"17102","MOHAWK","Support Plans",4.14018691588785
"17224","MOHAWK","Swept Wavelength Systems",2
"17354","MOHAWK","T-BERD 8000",2.94468500732541
"17524","MOHAWK","T-Berd/MTS-5800",3.66185137271813
"17719","MOHAWK","T3AS",4.37721491466464
"18068","MOHAWK","TB/MTS-2000 Platform",5.08
"18222","MOHAWK","TB/MTS-6000 Platform",2
"18294","MOHAWK","TB/MTS 4000 Platform",1
"18403","MOHAWK","TB/MTS 8000 Platform",4.67647058823529
"18559","MOHAWK","Test Devices",3.98051248923342
"18759","MOHAWK","Test Productivity Pack",2
"18966","MOHAWK","TestPad 2000",4.37721491466464
"19175","MOHAWK","TrueSpeed",6.37500000000001
"19372","MOHAWK","Ultra FED",6.92723263506064
"19533","MOHAWK","Volicon",1.37903225806452
"19709","MOHAWK","VSA",1
"20085","MOHAWK","WiFi Smart Accessory",4.37721491466464
"20250","MOHAWK","WR 10G Trans/Regen",2
"20417","MOHAWK","WR 2.5G Trans/Regen",1.37903225806452
"20630","MOHAWK","WR Amplification",2
"20815","MOHAWK","WR Common",5.08333333333333
"21007","MOHAWK","WS 10G Trans/Regen",4.37721491466464
"21222","MOHAWK","WS 2.5G Trans/Regen",5.18106345127495
"21427","MOHAWK","XGIG - Ethernet 10G",4.37721491466464
"21629","MOHAWK","XGIG - FC 16G",2
"21828","MOHAWK","XGIG - Other",2.60224975832674
"22023","MOHAWK","XGIG 5k - SAS/SATA 12G",3.91608031577141
"94","MORGAN CALMA","Accessories",3
"296","MORGAN CALMA","ACE",3
"477","MORGAN CALMA","Advanced Signal Conditioning Modules",3
"640","MORGAN CALMA","Analog Inspection & Test",3
"826","MORGAN CALMA","ANT-5",3
"1013","MORGAN CALMA","Attenuators & Backreflector Modules",3
"1200","MORGAN CALMA","Benchtop Inspection",3
"1854","MORGAN CALMA","Calibrations",3
"2057","MORGAN CALMA","CapacityAdvisor Held",3
"2605","MORGAN CALMA","CleanBlast",3
"2801","MORGAN CALMA","Common Product",3
"3018","MORGAN CALMA","Converged Assurance Support",3
"3239","MORGAN CALMA","CT-650",3
"3392","MORGAN CALMA","CT-650SM",3
"3525","MORGAN CALMA","Digital Inspection & Test",3
"3762","MORGAN CALMA","Dispersion modules",3
"3897","MORGAN CALMA","DSAM",3
"4288","MORGAN CALMA","DSAM 2300/3300",3
"4493","MORGAN CALMA","DSAM Upgrades",3
"4899","MORGAN CALMA","EA Support",3
"5128","MORGAN CALMA","Education",3
"5449","MORGAN CALMA","Extended Warranty",3
"5817","MORGAN CALMA","FST-2000",2.01204819277108
"5973","MORGAN CALMA","FST-2207/2209 DS1",3
"6137","MORGAN CALMA","FST-2310",3
"6346","MORGAN CALMA","FST-2310-DS3",3
"6519","MORGAN CALMA","FST-2310-OC12",3
"6671","MORGAN CALMA","FST-2310-OC3",1.14117647058823
"6844","MORGAN CALMA","FST-2802 G",3
"7120","MORGAN CALMA","HCU1500",3
"7301","MORGAN CALMA","HST-3000 SIMs",3
"7486","MORGAN CALMA","HST-3000C",3
"7662","MORGAN CALMA","HST-3000C-CE",3
"7852","MORGAN CALMA","JMEP",3
"8373","MORGAN CALMA","MAP-200 Chassis, Accessories & Software",3
"8542","MORGAN CALMA","MAP Standalone Switches",3
"8780","MORGAN CALMA","MS-1200D",3
"8929","MORGAN CALMA","MTS-5100e",3
"9455","MORGAN CALMA","nTAPs",3
"9619","MORGAN CALMA","ONT-Jitter",3
"9945","MORGAN CALMA","Optical Switch Modules",3
"10239","MORGAN CALMA","OSA",3
"10427","MORGAN CALMA","OST",3
"10801","MORGAN CALMA","Other - Solutions Classic",3
"11023","MORGAN CALMA","PacketPortal SW & Solutions",3
"11191","MORGAN CALMA","Passive Chassis",3
"11358","MORGAN CALMA","Passive Plug-ins",3
"11562","MORGAN CALMA","PathTrak",3
"11755","MORGAN CALMA","PI Product",3
"11898","MORGAN CALMA","Polatis Cross Connects",3
"12037","MORGAN CALMA","Probe Tips",3
"12225","MORGAN CALMA","PT Hardware",3
"12420","MORGAN CALMA","PT SART",3
"12594","MORGAN CALMA","PT Services",3
"13041","MORGAN CALMA","RANAdvisor Product",3
"13248","MORGAN CALMA","RANAdvisor Services & Support",3
"13465","MORGAN CALMA","RCATS Product",1.37894736842105
"14030","MORGAN CALMA","RPM-3000",3
"14432","MORGAN CALMA","RSAM",3
"14649","MORGAN CALMA","SDA",3
"14840","MORGAN CALMA","SDA-5000",3
"14986","MORGAN CALMA","SDA-5500",3
"15160","MORGAN CALMA","SMART Handhelds",3
"15373","MORGAN CALMA","SmartClass ADSL",3
"15574","MORGAN CALMA","SmartClass E1",3
"15952","MORGAN CALMA","SMARTClass Fiber",3
"16748","MORGAN CALMA","Source, EDFA & BBS Modules",3
"16921","MORGAN CALMA","StrataSync",3
"17225","MORGAN CALMA","Swept Wavelength Systems",3
"17355","MORGAN CALMA","T-BERD 8000",3
"17525","MORGAN CALMA","T-Berd/MTS-5800",3
"17720","MORGAN CALMA","T3AS",3
"17914","MORGAN CALMA","TB-6000A Transport Module",3
"18223","MORGAN CALMA","TB/MTS-6000 Platform",3
"18560","MORGAN CALMA","Test Devices",3
"18760","MORGAN CALMA","Test Productivity Pack",3
"18967","MORGAN CALMA","TestPad 2000",3
"19176","MORGAN CALMA","TrueSpeed",3
"19534","MORGAN CALMA","Volicon",3
"20086","MORGAN CALMA","WiFi Smart Accessory",3
"20251","MORGAN CALMA","WR 10G Trans/Regen",3
"20418","MORGAN CALMA","WR 2.5G Trans/Regen",3
"20631","MORGAN CALMA","WR Amplification",3
"21008","MORGAN CALMA","WS 10G Trans/Regen",3
"21223","MORGAN CALMA","WS 2.5G Trans/Regen",3
"21428","MORGAN CALMA","XGIG - Ethernet 10G",3
"21630","MORGAN CALMA","XGIG - FC 16G",3
"21829","MORGAN CALMA","XGIG - Other",3
"22024","MORGAN CALMA","XGIG 5k - SAS/SATA 12G",3
"95","MP INSTRUMENT","Accessories",3.63254307564945
"297","MP INSTRUMENT","ACE",2.63538544903624
"641","MP INSTRUMENT","Analog Inspection & Test",2.9411117226197
"827","MP INSTRUMENT","ANT-5",4
"1014","MP INSTRUMENT","Attenuators & Backreflector Modules",4
"1201","MP INSTRUMENT","Benchtop Inspection",4
"1374","MP INSTRUMENT","BrightJack",3.01805054151625
"1534","MP INSTRUMENT","CA product",2
"1680","MP INSTRUMENT","Calibration Plan",4
"1855","MP INSTRUMENT","Calibrations",3.45961392430358
"2058","MP INSTRUMENT","CapacityAdvisor Held",2.80701754385965
"2240","MP INSTRUMENT","CellAdvisor",2.96240601503759
"2420","MP INSTRUMENT","Certifier",3.34806210323486
"2606","MP INSTRUMENT","CleanBlast",3.14130434782609
"2802","MP INSTRUMENT","Common Product",3.3768418189237
"3019","MP INSTRUMENT","Converged Assurance Support",2.49723756906077
"3240","MP INSTRUMENT","CT-650",2.5
"3526","MP INSTRUMENT","Digital Inspection & Test",3.58690046415678
"3763","MP INSTRUMENT","Dispersion modules",2.80357142857143
"4079","MP INSTRUMENT","DSAM-6300",3.27201570213525
"4289","MP INSTRUMENT","DSAM 2300/3300",2.8292905061241
"4494","MP INSTRUMENT","DSAM Upgrades",3.00992090530986
"4692","MP INSTRUMENT","DTS",3.89098227284405
"4900","MP INSTRUMENT","EA Support",2.80701754385965
"5129","MP INSTRUMENT","Education",3.30636380037994
"5450","MP INSTRUMENT","Extended Warranty",2.64802034144569
"5623","MP INSTRUMENT","FIT Generic",2.9264399722415
"5818","MP INSTRUMENT","FST-2000",2.62111801242236
"5974","MP INSTRUMENT","FST-2207/2209 DS1",2
"6138","MP INSTRUMENT","FST-2310",3.17948717948718
"6347","MP INSTRUMENT","FST-2310-DS3",3.4950541686293
"6520","MP INSTRUMENT","FST-2310-OC12",2
